type,link,last_accessed
Design,https://leetcode.com/problems/lru-cache/,2025-06-13T15:33:15Z
Design,https://leetcode.com/problems/design-hashmap/,2025-06-13T15:33:15Z
Design,https://leetcode.com/problems/design-hashset/,2025-06-13T15:33:15Z
Design,https://leetcode.com/problems/design-circular-deque/,2025-06-13T15:33:15Z
